Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
6228.0,24.0,Female,B.Sc,CSE,6.72,1,5,9,4,66,5,3,1,Not Placed
32409.0,19.0,Female,B.Tech,ECE,6.95,1,4,6,5,69,5,2,0,Placed
,22.0,Male,B.Sc,IT,6.14,1,4,6,7,63,6,2,2,Not Placed
30679.0,,Male,MCA,ECE,6.41,1,3,5,6,51,6,1,1,Not Placed
,20.0,Female,BCA,ECE,8.25,1,5,7,6,82,4,2,0,Placed
24717.0,20.0,Female,B.Tech,IT,7.67,0,4,6,7,85,6,2,0,Placed
,22.0,Female,BCA,ME,7.88,0,4,6,7,78,4,2,2,Not Placed
7755.0,23.0,Female,BCA,ECE,8.14,1,4,4,7,78,5,1,0,Not Placed
7078.0,21.0,Female,B.Tech,CSE,6.98,1,4,7,6,67,5,2,0,Placed
43298.0,20.0,Female,MCA,IT,7.86,3,5,9,5,93,5,3,1,Placed
24976.0,19.0,Female,BCA,ME,7.69,1,4,7,3,80,5,2,1,Not Placed
28649.0,24.0,Male,B.Tech,ME,6.57,1,3,5,8,73,5,2,0,Placed
49215.0,21.0,Male,B.Tech,IT,7.47,1,5,8,5,51,6,2,0,Not Placed
12523.0,20.0,Male,MCA,ME,5.11,2,3,5,5,58,5,1,1,Not Placed
31738.0,20.0,Female,B.Tech,IT,6.94,2,4,7,6,58,7,2,0,Placed
27686.0,,,MCA,IT,6.61,0,4,6,3,66,6,2,0,Not Placed
18786.0,19.0,,B.Sc,CSE,7.18,2,5,8,4,55,5,2,0,Not Placed
6146.0,19.0,Male,B.Tech,CSE,6.88,0,4,8,3,59,6,2,0,Not Placed
37803.0,21.0,Male,B.Tech,CSE,6.43,1,4,7,6,84,8,2,2,Not Placed
42963.0,24.0,Male,B.Tech,Civil,4.92,1,2,2,4,37,8,0,2,Not Placed
28360.0,24.0,Female,B.Sc,ECE,8.41,2,5,9,4,82,5,3,0,Not Placed
8163.0,21.0,,B.Sc,ECE,6.5,0,4,7,5,63,6,2,2,Not Placed
30023.0,24.0,Male,BCA,ECE,6.3,0,4,7,7,68,5,2,1,Not Placed
26017.0,19.0,Male,B.Tech,ECE,7.83,0,4,6,7,100,8,2,0,Placed
37374.0,20.0,,B.Tech,CSE,6.66,2,4,6,3,67,4,2,0,Not Placed
28232.0,20.0,Male,B.Tech,IT,6.82,2,4,7,4,65,5,2,1,Not Placed
45207.0,18.0,Female,BCA,ME,8.02,1,4,6,4,64,7,2,1,Not Placed
,19.0,Female,B.Tech,CSE,6.9,0,5,10,7,63,5,3,0,Placed
37145.0,,Male,B.Sc,Civil,6.53,0,3,3,7,64,6,1,2,Not Placed
,23.0,Female,B.Sc,CSE,7.57,3,4,7,7,63,5,2,0,Placed
47405.0,21.0,Female,MCA,ME,7.46,1,4,5,2,71,6,2,0,Not Placed
2528.0,,Male,MCA,CSE,6.43,2,4,7,7,75,3,2,2,Not Placed
40732.0,22.0,Male,B.Tech,CSE,6.02,0,3,5,5,45,6,1,1,Not Placed
8305.0,,Male,B.Sc,CSE,6.77,1,3,4,8,48,5,1,0,Not Placed
34404.0,22.0,Male,BCA,CSE,7.3,1,4,7,5,75,4,2,0,Placed
39994.0,24.0,Female,BCA,ME,8.11,0,4,6,6,99,3,2,0,Placed
3148.0,18.0,Male,B.Sc,ECE,6.06,0,3,5,2,64,7,2,1,Not Placed
10859.0,22.0,Female,B.Tech,Civil,6.86,0,3,5,7,77,7,2,1,Placed
500000.0,19.0,,MCA,Civil,7.26,0,4,6,6,87,5,2,0,Placed
40377.0,20.0,Male,MCA,ECE,8.89,2,5,8,5,96,5,3,1,Placed
7371.0,23.0,Female,MCA,CSE,7.45,1,4,7,5,73,6,2,0,Placed
22300.0,19.0,,B.Sc,CSE,6.17,0,5,9,8,60,5,3,1,Not Placed
5258.0,22.0,Female,B.Tech,Civil,8.38,0,4,6,6,82,8,2,0,Placed
26025.0,22.0,Female,B.Sc,ECE,7.94,0,4,6,5,97,5,2,2,Not Placed
24629.0,22.0,Female,MCA,Civil,6.24,0,3,3,6,51,8,1,2,Not Placed
13131.0,18.0,Female,B.Tech,ECE,6.13,0,4,7,5,62,8,2,3,Not Placed
27601.0,20.0,Male,BCA,CSE,6.59,2,4,8,5,78,4,2,0,Placed
4601.0,18.0,Female,BCA,Civil,7.26,0,3,3,5,71,7,1,0,Not Placed
19580.0,23.0,Male,B.Sc,ME,5.2,0,3,5,4,48,5,1,2,Not Placed
11769.0,20.0,Male,BCA,ME,6.79,0,3,4,6,57,5,1,0,Not Placed
26738.0,21.0,Female,B.Sc,ECE,7.11,0,3,3,8,87,4,1,2,Not Placed
37512.0,23.0,,B.Tech,ECE,7.01,2,5,9,5,60,5,3,1,Placed
33788.0,18.0,Male,B.Sc,IT,6.97,0,3,3,7,52,6,1,2,Not Placed
47121.0,,Female,MCA,CSE,7.19,2,5,8,3,68,4,2,0,Not Placed
,20.0,Female,MCA,IT,8.63,1,5,9,2,88,5,3,0,Not Placed
31451.0,,Male,B.Sc,IT,7.79,0,4,6,5,65,5,2,0,Placed
48786.0,19.0,Male,BCA,CSE,6.61,0,3,4,8,59,7,1,2,Not Placed
23943.0,19.0,Female,B.Tech,Civil,7.41,2,4,5,6,63,6,2,1,Placed
22458.0,24.0,Female,B.Sc,ECE,6.25,1,3,4,6,61,6,1,2,Not Placed
30009.0,23.0,Female,B.Tech,ECE,8.29,0,4,6,4,100,6,2,1,Not Placed
2300.0,19.0,Female,B.Sc,ECE,6.37,2,3,5,6,57,4,1,1,Not Placed
45321.0,23.0,Male,B.Tech,CSE,6.98,0,5,9,6,69,6,3,0,Placed
36567.0,,Female,BCA,IT,6.85,1,4,6,8,73,3,2,1,Placed
17386.0,23.0,Male,B.Tech,Civil,8.08,1,5,7,6,89,6,2,0,Placed
8241.0,20.0,Male,BCA,CSE,6.46,1,4,7,4,88,6,2,1,Not Placed
3902.0,22.0,Female,BCA,CSE,7.0,0,4,6,6,59,4,2,0,Placed
,24.0,Female,B.Sc,Civil,6.1,0,2,1,6,57,7,0,3,Not Placed
12963.0,20.0,Female,B.Sc,ME,5.92,0,3,4,8,70,4,1,2,Not Placed
49150.0,23.0,Male,B.Sc,ECE,8.41,1,5,7,6,85,5,2,0,Placed
38937.0,23.0,Male,BCA,Civil,6.64,0,4,6,7,48,6,2,2,Not Placed
960.0,22.0,Female,B.Tech,Civil,7.27,0,3,3,4,63,5,1,2,Not Placed
40341.0,22.0,Male,BCA,IT,8.33,1,5,9,6,78,4,3,0,Placed
31282.0,24.0,Male,B.Tech,ECE,5.4,0,3,5,5,59,5,1,2,Not Placed
,19.0,Female,B.Sc,Civil,7.53,1,4,7,5,76,6,2,0,Placed
35022.0,24.0,Male,MCA,ME,7.49,1,4,6,5,80,6,2,1,Placed
8809.0,22.0,Female,B.Tech,Civil,7.02,0,3,3,7,70,4,1,2,Not Placed
,240.0,Male,BCA,ME,8.0,0,4,4,7,86,8,2,0,Not Placed
23608.0,18.0,Female,B.Tech,Civil,8.53,1,5,7,8,79,6,2,0,Placed
33340.0,24.0,Male,B.Tech,ME,5.74,0,3,5,7,44,6,1,1,Not Placed
40050.0,20.0,,B.Sc,ME,7.43,0,4,5,6,56,5,1,0,Placed
2747.0,22.0,Male,B.Tech,ME,8.7,0,3,3,6,82,5,1,0,Not Placed
27920.0,19.0,Female,BCA,Civil,8.85,1,4,6,4,98,6,2,0,Not Placed
4975.0,21.0,Female,B.Tech,ECE,7.32,1,4,7,5,64,5,2,1,Placed
37648.0,,Female,BCA,ECE,7.43,1,4,5,6,91,3,2,1,Placed
21690.0,20.0,,MCA,ECE,5.31,0,2,2,8,68,6,1,1,Not Placed
23982.0,23.0,Male,B.Tech,CSE,8.47,2,4,6,4,84,5,2,0,Not Placed
935.0,23.0,Female,BCA,Civil,5.88,0,2,2,6,58,4,1,3,Not Placed
1632.0,,Female,B.Sc,CSE,7.82,1,5,8,7,73,5,2,0,Placed
2445.0,20.0,Male,B.Tech,Civil,5.97,0,3,5,6,68,7,2,3,Not Placed
16158.0,18.0,,B.Tech,ME,7.05,1,4,7,3,66,5,2,0,Not Placed
,21.0,Male,B.Sc,Civil,6.84,1,3,5,7,78,6,2,0,Placed
,19.0,Female,B.Tech,Civil,5.27,1,3,6,4,62,6,2,1,Not Placed
28809.0,21.0,Male,MCA,IT,7.21,1,4,5,7,62,6,2,0,Placed
44149.0,18.0,Female,MCA,Civil,6.33,0,3,5,5,77,6,2,3,Not Placed
,21.0,Female,MCA,CSE,7.28,1,4,6,5,87,6,2,2,Not Placed
12864.0,240.0,Male,B.Tech,ME,8.56,1,4,6,6,88,6,2,0,Placed
26408.0,,Male,B.Sc,IT,8.85,2,5,7,5,94,6,2,0,Placed
12067.0,21.0,Male,B.Sc,ME,7.26,1,4,7,5,76,4,2,0,Placed
42601.0,,Male,MCA,Civil,5.75,0,2,2,5,52,6,1,2,Not Placed
783.0,18.0,,B.Sc,CSE,7.85,1,4,6,8,72,6,2,0,Placed
12183.0,21.0,,B.Sc,CSE,5.92,1,4,7,7,73,4,2,1,Not Placed
37134.0,22.0,Male,BCA,IT,7.53,0,4,6,5,75,5,2,1,Placed
28583.0,19.0,Male,BCA,IT,6.44,0,4,6,3,58,5,2,1,Not Placed
43852.0,20.0,Female,MCA,ME,7.49,1,4,5,6,82,7,2,1,Placed
46965.0,24.0,Female,BCA,CSE,6.68,0,4,8,5,64,4,2,2,Not Placed
14076.0,20.0,Male,MCA,CSE,7.48,0,4,6,6,61,6,2,1,Placed
29940.0,19.0,Male,BCA,IT,5.9,0,3,4,8,70,6,1,2,Not Placed
11915.0,20.0,Female,MCA,IT,8.15,1,4,6,3,79,3,2,1,Not Placed
17117.0,19.0,Female,B.Sc,CSE,7.52,1,4,7,5,78,6,2,2,Not Placed
30460.0,18.0,Female,BCA,ME,7.28,3,4,7,6,86,2,2,1,Placed
2855.0,23.0,Male,B.Sc,IT,8.22,1,5,8,5,66,7,2,0,Placed
21813.0,24.0,Male,MCA,IT,5.89,1,3,5,7,50,7,1,3,Not Placed
34296.0,20.0,,B.Tech,Civil,7.79,1,4,5,6,80,1,2,1,Placed
21477.0,,Male,MCA,CSE,7.27,2,4,7,7,58,6,2,0,Placed
,21.0,Male,MCA,IT,5.79,1,4,8,5,71,6,2,2,Not Placed
36357.0,240.0,Male,B.Tech,ME,6.13,2,4,7,6,65,5,2,2,Not Placed
28371.0,18.0,Male,B.Tech,CSE,7.45,1,4,7,9,77,5,2,1,Placed
6926.0,18.0,Male,MCA,CSE,6.66,0,4,7,3,71,5,2,1,Not Placed
34764.0,18.0,Female,MCA,IT,7.5,1,4,6,7,69,5,2,2,Not Placed
,20.0,Female,MCA,ME,6.09,0,3,5,6,56,6,1,1,Not Placed
18917.0,21.0,,B.Tech,CSE,7.82,0,4,5,9,100,6,2,0,Placed
3005.0,21.0,Male,MCA,IT,7.03,3,5,8,4,69,6,2,0,Not Placed
26654.0,21.0,Female,B.Sc,ME,7.69,0,3,2,3,72,5,1,1,Not Placed
45303.0,22.0,Male,B.Sc,Civil,7.88,2,4,6,8,62,7,2,0,Placed
23470.0,24.0,Male,MCA,Civil,6.6,2,4,6,6,59,7,2,0,Placed
27713.0,24.0,Male,BCA,CSE,7.44,2,5,8,7,52,6,2,0,Not Placed
11514.0,22.0,,MCA,CSE,5.09,0,3,4,7,52,5,1,1,Not Placed
41833.0,18.0,,B.Sc,CSE,8.56,1,5,9,7,81,8,3,0,Placed
,23.0,Female,B.Tech,IT,5.75,0,4,7,5,56,5,2,3,Not Placed
11995.0,24.0,,BCA,ECE,5.31,0,3,4,8,63,6,1,1,Not Placed
44290.0,24.0,Male,MCA,CSE,6.46,2,4,6,5,70,4,2,1,Not Placed
18069.0,19.0,Male,B.Tech,CSE,5.83,0,3,4,3,56,5,1,2,Not Placed
8031.0,18.0,Male,B.Tech,Civil,6.89,0,3,3,6,54,7,1,0,Not Placed
6287.0,18.0,Male,B.Sc,ME,6.12,1,3,4,7,55,5,1,2,Not Placed
15753.0,23.0,Female,B.Sc,Civil,6.25,0,2,1,3,49,5,0,1,Not Placed
18129.0,22.0,Female,B.Sc,ECE,7.4,2,4,5,4,53,6,1,1,Not Placed
39513.0,23.0,Female,B.Sc,ME,6.52,2,3,5,6,71,7,2,1,Placed
,23.0,Female,BCA,IT,6.56,1,4,7,6,75,6,2,2,Not Placed
14354.0,23.0,Male,BCA,Civil,6.51,2,3,5,5,64,6,2,0,Placed
4166.0,22.0,Female,B.Sc,ECE,6.95,1,3,5,7,80,6,2,2,Not Placed
,20.0,Male,B.Tech,CSE,6.6,0,5,9,6,70,4,3,0,Placed
21357.0,22.0,Male,BCA,CSE,8.27,1,5,8,6,73,5,2,0,Placed
14994.0,22.0,Female,B.Sc,IT,6.45,1,3,5,6,70,5,2,2,Not Placed
30668.0,24.0,Female,MCA,CSE,8.16,1,5,8,6,75,4,2,0,Placed
10122.0,24.0,Male,B.Tech,IT,6.41,2,4,7,6,49,6,2,2,Not Placed
,21.0,,MCA,CSE,8.26,1,5,8,8,71,6,2,0,Placed
29390.0,24.0,Female,B.Sc,ECE,7.95,1,4,7,5,67,5,2,0,Placed
20233.0,23.0,Female,BCA,Civil,6.62,0,3,4,5,54,5,1,0,Not Placed
33829.0,24.0,Male,B.Sc,ME,7.13,1,4,6,5,81,5,2,0,Placed
18052.0,23.0,Male,BCA,IT,8.47,1,5,7,7,86,5,2,1,Placed
23333.0,,Female,BCA,ECE,7.37,1,4,7,5,67,7,2,1,Placed
23732.0,19.0,Male,BCA,CSE,8.14,2,6,10,4,84,5,3,0,Not Placed
,18.0,Female,BCA,ECE,7.31,0,4,6,6,61,7,2,0,Placed
3887.0,,,B.Sc,ECE,6.48,0,3,5,3,67,6,2,3,Not Placed
35160.0,20.0,Female,B.Sc,ECE,6.7,0,3,5,6,49,4,1,2,Not Placed
31369.0,19.0,Male,B.Tech,Civil,8.28,1,5,7,6,78,7,2,1,Placed
33599.0,22.0,Female,BCA,CSE,5.58,0,3,4,7,43,3,1,3,Not Placed
30108.0,240.0,,MCA,IT,7.27,1,4,5,5,84,5,2,0,Placed
46078.0,19.0,Female,BCA,Civil,6.61,0,4,6,5,57,6,2,1,Placed
29068.0,23.0,,B.Sc,Civil,6.27,0,3,3,5,72,7,1,2,Not Placed
,,Female,MCA,CSE,6.77,2,4,6,5,74,4,2,0,Placed
16229.0,18.0,Male,MCA,ECE,6.85,0,2,2,7,85,5,1,0,Not Placed
30838.0,24.0,Male,MCA,CSE,7.31,3,4,7,4,63,8,2,0,Not Placed
20242.0,22.0,Male,MCA,ECE,6.31,0,2,2,5,58,5,1,1,Not Placed
12924.0,24.0,Female,MCA,ECE,6.86,0,3,4,5,73,5,1,1,Not Placed
8567.0,23.0,Male,BCA,Civil,7.47,0,4,5,8,97,5,2,0,Placed
10984.0,21.0,Male,B.Tech,ME,6.65,0,3,3,6,58,6,1,0,Not Placed
42158.0,20.0,Male,MCA,Civil,7.3,1,4,6,7,85,4,2,2,Not Placed
27000.0,19.0,,B.Sc,CSE,6.31,0,4,8,1,65,5,2,3,Not Placed
18527.0,18.0,,MCA,ME,6.39,0,2,2,4,75,6,1,1,Not Placed
41752.0,23.0,Female,B.Tech,Civil,6.81,0,2,2,4,77,6,1,0,Not Placed
17646.0,19.0,Female,B.Sc,IT,6.99,0,4,6,6,56,5,2,0,Placed
2825.0,21.0,Male,BCA,ME,6.61,1,3,5,6,62,6,2,0,Placed
4432.0,19.0,,B.Sc,IT,7.59,2,4,7,4,67,5,2,0,Not Placed
,22.0,Female,B.Sc,IT,5.84,2,3,6,4,64,6,2,2,Not Placed
11309.0,21.0,Female,MCA,ECE,7.13,1,4,6,8,65,7,2,1,Placed
27861.0,24.0,Male,BCA,Civil,5.2,0,3,4,8,54,5,1,1,Not Placed
14824.0,24.0,Female,B.Tech,IT,6.43,0,4,7,5,80,4,2,2,Not Placed
48952.0,24.0,Male,B.Sc,ECE,7.58,0,3,4,6,75,5,1,0,Not Placed
43780.0,22.0,Female,B.Tech,Civil,7.07,2,4,5,7,66,5,2,2,Not Placed
23629.0,,Male,BCA,Civil,7.72,1,4,7,3,71,6,2,0,Not Placed
45438.0,21.0,Female,BCA,ECE,6.55,1,3,3,4,65,6,1,0,Not Placed
,19.0,Male,B.Sc,CSE,7.72,0,4,6,4,54,4,2,1,Not Placed
,23.0,Female,B.Tech,CSE,6.31,1,4,7,3,80,6,2,2,Not Placed
26844.0,20.0,Female,MCA,CSE,7.36,1,5,9,7,75,4,3,0,Placed
25399.0,22.0,Female,MCA,ECE,6.87,1,4,6,5,78,4,2,1,Placed
26827.0,21.0,Male,BCA,Civil,9.24,0,5,6,7,87,4,2,0,Placed
10000.0,23.0,Female,B.Tech,ME,5.93,0,3,5,3,62,4,2,3,Not Placed
10129.0,24.0,Female,B.Sc,ME,8.56,0,4,6,7,95,5,2,0,Placed
37647.0,22.0,,B.Tech,ME,6.94,1,4,8,5,70,8,2,0,Placed
20627.0,20.0,,BCA,CSE,6.8,0,4,7,5,55,7,2,2,Not Placed
4081.0,20.0,,B.Tech,IT,5.79,0,2,3,7,47,4,1,3,Not Placed
24923.0,19.0,Male,B.Sc,IT,5.65,1,3,6,7,42,5,2,2,Not Placed
500000.0,18.0,Male,BCA,CSE,5.22,0,3,6,3,51,7,2,2,Not Placed
17166.0,,,B.Sc,ME,6.08,0,3,5,6,73,5,2,2,Not Placed
11768.0,19.0,Female,B.Tech,CSE,7.59,2,5,8,5,85,6,3,0,Placed
16753.0,18.0,Male,BCA,Civil,6.44,0,3,4,6,65,8,1,1,Not Placed
21945.0,23.0,Male,B.Sc,CSE,6.75,0,3,5,5,68,7,2,2,Not Placed
7026.0,19.0,Male,B.Tech,CSE,7.7,1,4,7,7,62,5,2,0,Placed
32423.0,23.0,Male,B.Sc,ME,6.77,1,3,3,5,65,8,1,0,Not Placed
29746.0,21.0,Female,BCA,ME,7.13,2,4,7,6,78,5,2,0,Placed
45502.0,,Male,B.Tech,ME,8.05,0,4,6,6,87,5,2,0,Placed
14558.0,19.0,Female,B.Tech,CSE,6.54,1,3,5,8,70,8,2,0,Placed
36371.0,22.0,Male,B.Sc,CSE,6.9,0,4,7,5,65,6,2,0,Placed
2407.0,22.0,,B.Sc,ME,7.12,0,4,6,2,48,5,2,0,Not Placed
30450.0,18.0,Male,BCA,ME,5.89,1,3,4,1,57,3,1,2,Not Placed
41140.0,22.0,Male,BCA,Civil,6.93,0,3,3,7,68,8,1,1,Not Placed
36382.0,,Male,B.Tech,Civil,6.15,0,3,4,4,64,5,1,3,Not Placed
48581.0,,Male,B.Sc,ME,7.24,0,3,4,5,76,4,1,0,Not Placed
36299.0,22.0,Female,BCA,Civil,5.59,0,2,2,5,83,2,1,3,Not Placed
10384.0,19.0,Female,BCA,CSE,7.31,0,4,6,8,58,5,2,1,Placed
3745.0,21.0,Female,B.Tech,ECE,6.62,2,4,8,5,66,5,2,1,Placed
29533.0,21.0,Male,BCA,CSE,7.9,1,4,7,7,79,5,2,1,Placed
34301.0,24.0,Female,MCA,CSE,8.45,2,5,8,2,85,5,3,1,Not Placed
43386.0,23.0,Male,BCA,CSE,5.27,1,3,6,8,35,7,1,3,Not Placed
43139.0,,Female,B.Tech,ME,6.91,0,3,5,5,78,6,2,1,Placed
33898.0,23.0,,BCA,CSE,5.98,0,4,8,6,64,7,2,1,Not Placed
12253.0,19.0,Female,B.Sc,ME,4.9,1,3,5,7,46,4,1,3,Not Placed
23248.0,21.0,Female,B.Sc,ECE,5.37,1,3,5,6,68,7,2,1,Not Placed
38967.0,22.0,Male,B.Tech,ECE,7.2,2,4,7,6,68,5,2,0,Placed
49898.0,23.0,Male,MCA,CSE,5.9,0,4,8,5,69,4,2,1,Not Placed
5860.0,21.0,Male,B.Tech,ME,6.79,0,3,4,6,77,4,1,1,Not Placed
34088.0,24.0,Female,BCA,Civil,7.54,0,4,6,6,68,4,2,1,Placed
26498.0,19.0,Male,B.Sc,CSE,6.32,0,4,7,4,65,7,2,2,Not Placed
24627.0,24.0,Female,B.Tech,IT,7.14,1,4,5,6,77,3,2,0,Placed
40026.0,19.0,Male,B.Tech,ECE,6.33,0,3,4,6,56,6,1,3,Not Placed
48365.0,21.0,Female,B.Tech,ECE,5.73,0,3,5,6,51,5,1,1,Not Placed
13369.0,20.0,,BCA,Civil,6.47,0,2,2,7,63,5,1,1,Not Placed
7190.0,19.0,Male,B.Sc,IT,6.1,2,3,5,5,42,5,1,3,Not Placed
34776.0,22.0,Male,B.Tech,IT,6.17,2,3,5,6,68,7,2,1,Not Placed
1770.0,20.0,Female,MCA,ME,6.92,1,3,5,6,76,7,2,0,Placed
13459.0,23.0,,MCA,ME,5.09,0,2,2,4,52,7,1,2,Not Placed
49041.0,240.0,Female,B.Sc,ME,7.74,1,4,7,6,80,3,2,2,Not Placed
46021.0,23.0,Male,BCA,ECE,4.9,0,2,3,6,64,4,1,3,Not Placed
45618.0,18.0,Female,B.Tech,IT,8.54,1,5,8,6,86,7,3,1,Placed
46736.0,18.0,Female,MCA,CSE,7.21,0,4,5,5,75,7,2,2,Not Placed
25620.0,,Male,MCA,ME,5.84,0,2,2,7,48,4,1,3,Not Placed
29464.0,18.0,Female,B.Tech,IT,7.11,2,5,9,4,60,7,3,0,Not Placed
,19.0,Female,B.Sc,ME,8.67,1,5,7,5,69,6,2,0,Placed
7244.0,24.0,Female,BCA,ME,5.55,1,2,2,5,53,7,1,1,Not Placed
36688.0,21.0,Male,B.Sc,IT,6.84,2,4,7,5,69,7,2,1,Placed
33534.0,21.0,Male,BCA,Civil,5.38,0,2,3,7,74,4,1,3,Not Placed
45666.0,22.0,Male,BCA,CSE,6.12,1,4,6,6,59,5,2,1,Not Placed
,23.0,Male,B.Tech,IT,7.22,0,4,5,6,78,6,2,2,Not Placed
45013.0,23.0,Male,BCA,IT,6.01,0,3,3,5,64,8,1,3,Not Placed
32999.0,20.0,Male,MCA,CSE,6.6,0,2,2,5,62,5,1,0,Not Placed
8957.0,,Female,MCA,ECE,7.08,0,4,5,5,74,5,2,0,Placed
39570.0,21.0,Male,MCA,Civil,7.72,0,4,6,7,65,4,2,2,Not Placed
4836.0,,,B.Sc,CSE,5.78,0,3,4,6,83,5,2,1,Not Placed
1581.0,18.0,Female,B.Tech,Civil,8.47,1,5,7,2,88,6,2,0,Not Placed
33814.0,18.0,Male,B.Tech,CSE,7.73,1,5,8,6,62,6,2,1,Placed
3916.0,22.0,Female,BCA,CSE,8.74,1,5,8,3,78,7,2,0,Not Placed
25083.0,18.0,Female,B.Tech,IT,8.81,2,5,9,6,96,7,3,0,Placed
,18.0,Male,MCA,CSE,6.21,1,4,6,5,56,5,2,1,Not Placed
29936.0,23.0,Male,BCA,Civil,7.0,0,3,4,3,63,5,1,1,Not Placed
,18.0,Male,B.Tech,Civil,6.5,0,3,3,7,80,5,1,1,Not Placed
19754.0,22.0,Female,B.Sc,ME,7.59,3,5,8,6,91,5,3,1,Placed
,24.0,Female,MCA,ME,6.61,0,2,2,3,44,5,1,0,Not Placed
15052.0,20.0,Female,BCA,ME,7.5,0,3,3,6,81,5,1,2,Not Placed
,22.0,,BCA,Civil,7.78,2,4,7,8,75,5,2,0,Placed
1612.0,21.0,Female,BCA,CSE,6.67,1,4,6,5,78,6,2,2,Not Placed
25386.0,19.0,Female,B.Sc,ECE,6.02,0,4,6,9,39,4,1,2,Not Placed
,18.0,Female,B.Tech,Civil,8.21,0,4,5,6,79,5,2,0,Placed
21623.0,22.0,Male,BCA,ME,6.35,0,3,3,5,60,6,1,3,Not Placed
47473.0,21.0,Male,MCA,CSE,7.14,3,5,8,6,73,6,2,0,Placed
,22.0,Female,B.Tech,IT,6.23,2,4,8,5,46,7,2,1,Not Placed
19103.0,19.0,Male,B.Tech,ECE,6.2,0,4,7,9,62,8,2,1,Not Placed
18149.0,,Male,BCA,CSE,5.93,2,5,10,7,54,6,3,3,Not Placed
47372.0,21.0,Female,MCA,Civil,7.32,0,3,3,4,84,7,1,0,Not Placed
30702.0,24.0,Male,B.Sc,CSE,7.11,2,4,7,5,88,5,2,1,Placed
9913.0,20.0,Female,B.Sc,ME,7.47,2,5,8,6,84,6,3,0,Placed
31307.0,19.0,Male,MCA,ECE,6.93,1,4,6,6,99,5,2,1,Placed
18803.0,18.0,Female,B.Tech,Civil,6.5,0,3,3,7,70,3,1,1,Not Placed
44208.0,19.0,,MCA,ME,8.44,0,3,3,7,68,3,1,0,Not Placed
32348.0,19.0,Male,B.Sc,ECE,6.15,0,3,5,7,62,6,2,1,Not Placed
8922.0,21.0,Male,MCA,IT,5.88,2,4,9,6,58,4,2,3,Not Placed
12123.0,20.0,Male,B.Tech,ME,6.85,0,4,6,8,50,6,2,0,Not Placed
19227.0,20.0,Male,MCA,Civil,6.98,0,2,2,3,79,4,1,0,Not Placed
17106.0,19.0,Female,MCA,ECE,7.28,2,4,6,5,93,6,2,1,Placed
17891.0,23.0,Female,MCA,ME,8.36,1,4,5,4,74,6,2,0,Not Placed
36027.0,20.0,,B.Tech,Civil,7.51,1,4,7,5,71,4,2,2,Not Placed
17094.0,22.0,Female,MCA,ME,6.98,0,3,4,6,70,7,1,0,Not Placed
,24.0,Male,B.Tech,CSE,7.16,1,4,7,5,65,8,2,2,Not Placed
,21.0,Male,MCA,ECE,5.89,0,2,3,8,44,6,1,2,Not Placed
31502.0,21.0,Male,MCA,ECE,6.68,0,3,3,6,83,5,1,1,Not Placed
36473.0,23.0,,B.Tech,Civil,7.27,2,4,5,5,64,5,2,1,Placed
26363.0,22.0,Male,B.Tech,IT,6.73,1,4,8,5,62,3,2,1,Placed
11586.0,,Female,MCA,ME,8.0,1,4,5,6,80,4,2,0,Placed
6136.0,20.0,Female,MCA,IT,7.4,2,4,7,6,79,4,2,0,Placed
47105.0,19.0,Female,B.Tech,ME,6.05,0,3,3,4,55,6,1,3,Not Placed
36590.0,19.0,Female,B.Tech,IT,7.63,1,5,8,8,84,7,3,0,Placed
18844.0,23.0,Female,BCA,ECE,7.2,2,4,6,3,83,6,2,1,Not Placed
20661.0,18.0,Female,B.Tech,CSE,5.33,0,2,3,5,43,7,1,3,Not Placed
34816.0,,Male,B.Sc,IT,8.16,1,5,8,5,75,4,2,0,Placed
36414.0,22.0,Female,BCA,IT,7.82,1,5,9,5,83,7,3,2,Not Placed
36213.0,18.0,Male,B.Sc,CSE,7.9,2,5,8,5,86,6,3,0,Placed
49095.0,24.0,Male,B.Sc,ECE,7.32,3,5,8,7,68,5,2,0,Placed
46377.0,23.0,Male,B.Tech,ME,6.4,1,3,3,5,69,4,1,2,Not Placed
,18.0,Female,B.Tech,IT,5.59,0,2,3,7,80,7,1,2,Not Placed
21581.0,,Male,BCA,ECE,7.6,1,4,7,5,73,5,2,1,Placed
23022.0,,Male,B.Sc,IT,6.75,0,3,5,4,67,5,2,0,Not Placed
37585.0,19.0,Male,BCA,ME,5.01,0,3,5,5,55,7,1,1,Not Placed
40041.0,21.0,Male,B.Sc,ECE,7.58,1,4,5,5,73,4,2,0,Placed
4049.0,19.0,Male,B.Tech,ME,8.08,0,4,6,7,78,6,2,1,Placed
18162.0,23.0,Male,BCA,Civil,7.57,1,4,7,5,66,6,2,0,Placed
36252.0,18.0,Male,MCA,CSE,7.03,1,4,7,4,61,4,2,1,Not Placed
13375.0,21.0,Male,MCA,IT,7.36,2,5,10,7,73,7,3,1,Placed
47299.0,19.0,Male,MCA,ECE,6.41,1,4,6,5,65,6,2,2,Not Placed
,,Female,MCA,ECE,7.86,2,4,6,4,72,7,2,0,Not Placed
